Offense ID,MCPP,Longitude,Latitude,Crime Against Category,Offense Parent Group,Offense
12596019507,BALLARD SOUTH,-122.36861026,47.66438409,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12595982644,FIRST HILL,-122.32899018100001,47.60683291,PROPERTY,LARCENY-THEFT,Shoplifting
12595972041,CAPITOL HILL,-122.322461532,47.61144442,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft
12595898394,QUEEN ANNE,-122.355428986,47.62151944,PROPERTY,FRAUD OFFENSES,Identity Theft
12595892752,PHINNEY RIDGE,-122.34921452299999,47.67386923,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft
12595876616,BALLARD SOUTH,-122.38407773600001,47.66590904,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12595886874,CENTRAL AREA/SQUIRE PARK,-122.306308505,47.60956556,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12595862703,BALLARD NORTH,-122.392944846,47.69167434,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12595862330,UNIVERSITY,-122.319560828,47.66222203,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12595818337,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.375468155,47.51518675,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft
